group_id,group_name,n_classes,member_jet_labels,member_class_names,contraction_applied_at_this_rung,stream_share_nominal,stream_share_exact_lower_bound,stream_share_exact_upper_bound,reweighting_groups_touched,n_reweighting_groups_touched,contains_b_and_s_class,physics_rationale
76,label_X_YY_gggg,1,77,label_X_YY_gggg,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.004330879168471199,0.004330879168471199,0.004330879168471199,label_X_YY_gggg,1,0,"Native JetClass-II class, unchanged from L188."
77,label_X_YY_ggee,1,78,label_X_YY_ggee,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.011549011115923198,0,0.023098022231846396,label_X_YY_ggll,1,0,"Native JetClass-II class, unchanged from L188."
78,label_X_YY_ggmm,1,79,label_X_YY_ggmm,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.011549011115923198,0,0.023098022231846396,label_X_YY_ggll,1,0,"Native JetClass-II class, unchanged from L188."
79,label_X_YY_ggtauhtaue,1,80,label_X_YY_ggtauhtaue,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.0028872527789807994,0,0.005774505557961599,label_X_YY_ggtauhtaul,1,0,"Native JetClass-II class, unchanged from L188."
80,label_X_YY_ggtauhtaum,1,81,label_X_YY_ggtauhtaum,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.0028872527789807994,0,0.005774505557961599,label_X_YY_ggtauhtaul,1,0,"Native JetClass-II class, unchanged from L188."
81,label_X_YY_ggtauhtauh,1,82,label_X_YY_ggtauhtauh,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.005774505557961599,0.005774505557961599,0.005774505557961599,label_X_YY_ggtauhtauh,1,0,"Native JetClass-II class, unchanged from L188."
82,label_X_YY_ggb,1,83,label_X_YY_ggb,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.0007218131947451999,0,0.0028872527789807994,label_X_YY_Qgg,1,0,"Native JetClass-II class, unchanged from L188."
83,label_X_YY_ggc,1,84,label_X_YY_ggc,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.0007218131947451999,0,0.0028872527789807994,label_X_YY_Qgg,1,0,"Native JetClass-II class, unchanged from L188."
84,label_X_YY_ggs,1,85,label_X_YY_ggs,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.0007218131947451999,0,0.0028872527789807994,label_X_YY_Qgg,1,0,"Native JetClass-II class, unchanged from L188."
85,label_X_YY_ggq,1,86,label_X_YY_ggq,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.0007218131947451999,0,0.0028872527789807994,label_X_YY_Qgg,1,0,"Native JetClass-II class, unchanged from L188."
86,label_X_YY_ggg,1,87,label_X_YY_ggg,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.0008661758336942399,0.0008661758336942399,0.0008661758336942399,label_X_YY_ggg,1,0,"Native JetClass-II class, unchanged from L188."
87,label_X_YY_gge,1,88,label_X_YY_gge,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.0007218131947451999,0,0.0014436263894903997,label_X_YY_ggl,1,0,"Native JetClass-II class, unchanged from L188."
88,label_X_YY_ggm,1,89,label_X_YY_ggm,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.0007218131947451999,0,0.0014436263894903997,label_X_YY_ggl,1,0,"Native JetClass-II class, unchanged from L188."
89,label_X_YY_bee,1,90,label_X_YY_bee,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.0008661758336942399,0,0.006929406669553919,label_X_YY_Qll,1,0,"Native JetClass-II class, unchanged from L188."
90,label_X_YY_cee,1,91,label_X_YY_cee,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.0008661758336942399,0,0.006929406669553919,label_X_YY_Qll,1,0,"Native JetClass-II class, unchanged from L188."
91,label_X_YY_see,1,92,label_X_YY_see,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.0008661758336942399,0,0.006929406669553919,label_X_YY_Qll,1,0,"Native JetClass-II class, unchanged from L188."
92,label_X_YY_qee,1,93,label_X_YY_qee,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.0008661758336942399,0,0.006929406669553919,label_X_YY_Qll,1,0,"Native JetClass-II class, unchanged from L188."
93,label_X_YY_gee,1,94,label_X_YY_gee,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.0008661758336942399,0,0.0017323516673884798,label_X_YY_gll,1,0,"Native JetClass-II class, unchanged from L188."
94,label_X_YY_bmm,1,95,label_X_YY_bmm,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.0008661758336942399,0,0.006929406669553919,label_X_YY_Qll,1,0,"Native JetClass-II class, unchanged from L188."
95,label_X_YY_cmm,1,96,label_X_YY_cmm,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.0008661758336942399,0,0.006929406669553919,label_X_YY_Qll,1,0,"Native JetClass-II class, unchanged from L188."
96,label_X_YY_smm,1,97,label_X_YY_smm,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.0008661758336942399,0,0.006929406669553919,label_X_YY_Qll,1,0,"Native JetClass-II class, unchanged from L188."
97,label_X_YY_qmm,1,98,label_X_YY_qmm,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.0008661758336942399,0,0.006929406669553919,label_X_YY_Qll,1,0,"Native JetClass-II class, unchanged from L188."
98,label_X_YY_gmm,1,99,label_X_YY_gmm,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.0008661758336942399,0,0.0017323516673884798,label_X_YY_gll,1,0,"Native JetClass-II class, unchanged from L188."
99,label_X_YY_btauhtaue,1,100,label_X_YY_btauhtaue,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.00012992637505413598,0,0.0010394110004330879,label_X_YY_Qtauhtaul,1,0,"Native JetClass-II class, unchanged from L188."
100,label_X_YY_ctauhtaue,1,101,label_X_YY_ctauhtaue,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.00012992637505413598,0,0.0010394110004330879,label_X_YY_Qtauhtaul,1,0,"Native JetClass-II class, unchanged from L188."
101,label_X_YY_stauhtaue,1,102,label_X_YY_stauhtaue,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.00012992637505413598,0,0.0010394110004330879,label_X_YY_Qtauhtaul,1,0,"Native JetClass-II class, unchanged from L188."
102,label_X_YY_qtauhtaue,1,103,label_X_YY_qtauhtaue,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.00012992637505413598,0,0.0010394110004330879,label_X_YY_Qtauhtaul,1,0,"Native JetClass-II class, unchanged from L188."
103,label_X_YY_gtauhtaue,1,104,label_X_YY_gtauhtaue,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.00012992637505413598,0,0.00025985275010827197,label_X_YY_gtauhtaul,1,0,"Native JetClass-II class, unchanged from L188."
104,label_X_YY_btauhtaum,1,105,label_X_YY_btauhtaum,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.00012992637505413598,0,0.0010394110004330879,label_X_YY_Qtauhtaul,1,0,"Native JetClass-II class, unchanged from L188."
105,label_X_YY_ctauhtaum,1,106,label_X_YY_ctauhtaum,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.00012992637505413598,0,0.0010394110004330879,label_X_YY_Qtauhtaul,1,0,"Native JetClass-II class, unchanged from L188."
106,label_X_YY_stauhtaum,1,107,label_X_YY_stauhtaum,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.00012992637505413598,0,0.0010394110004330879,label_X_YY_Qtauhtaul,1,0,"Native JetClass-II class, unchanged from L188."
107,label_X_YY_qtauhtaum,1,108,label_X_YY_qtauhtaum,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.00012992637505413598,0,0.0010394110004330879,label_X_YY_Qtauhtaul,1,0,"Native JetClass-II class, unchanged from L188."
108,label_X_YY_gtauhtaum,1,109,label_X_YY_gtauhtaum,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.00012992637505413598,0,0.00025985275010827197,label_X_YY_gtauhtaul,1,0,"Native JetClass-II class, unchanged from L188."
109,label_X_YY_btauhtauh,1,110,label_X_YY_btauhtauh,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.0003464703334776959,0,0.0013858813339107836,label_X_YY_Qtauhtauh,1,0,"Native JetClass-II class, unchanged from L188."
110,label_X_YY_ctauhtauh,1,111,label_X_YY_ctauhtauh,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.0003464703334776959,0,0.0013858813339107836,label_X_YY_Qtauhtauh,1,0,"Native JetClass-II class, unchanged from L188."
111,label_X_YY_stauhtauh,1,112,label_X_YY_stauhtauh,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.0003464703334776959,0,0.0013858813339107836,label_X_YY_Qtauhtauh,1,0,"Native JetClass-II class, unchanged from L188."
112,label_X_YY_qtauhtauh,1,113,label_X_YY_qtauhtauh,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.0003464703334776959,0,0.0013858813339107836,label_X_YY_Qtauhtauh,1,0,"Native JetClass-II class, unchanged from L188."
113,label_X_YY_gtauhtauh,1,114,label_X_YY_gtauhtauh,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.0003464703334776959,0.0003464703334776959,0.0003464703334776959,label_X_YY_gtauhtauh,1,0,"Native JetClass-II class, unchanged from L188."
114,label_X_YY_qqqb,1,115,label_X_YY_qqqb,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.008399280811580508,0,0.18478417785477116,label_X_YY_QQQQ,1,0,"Native JetClass-II class, unchanged from L188."
115,label_X_YY_qqqc,1,116,label_X_YY_qqqc,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.008399280811580508,0,0.18478417785477116,label_X_YY_QQQQ,1,0,"Native JetClass-II class, unchanged from L188."
116,label_X_YY_qqqs,1,117,label_X_YY_qqqs,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.008399280811580508,0,0.18478417785477116,label_X_YY_QQQQ,1,0,"Native JetClass-II class, unchanged from L188."
117,label_X_YY_bbcq,1,118,label_X_YY_bbcq,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.008399280811580508,0,0.18478417785477116,label_X_YY_QQQQ,1,0,"Native JetClass-II class, unchanged from L188."
118,label_X_YY_ccbs,1,119,label_X_YY_ccbs,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.008399280811580508,0,0.18478417785477116,label_X_YY_QQQQ,1,1,"Native JetClass-II class, unchanged from L188."
119,label_X_YY_ccbq,1,120,label_X_YY_ccbq,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.008399280811580508,0,0.18478417785477116,label_X_YY_QQQQ,1,0,"Native JetClass-II class, unchanged from L188."
120,label_X_YY_ccsq,1,121,label_X_YY_ccsq,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.008399280811580508,0,0.18478417785477116,label_X_YY_QQQQ,1,0,"Native JetClass-II class, unchanged from L188."
121,label_X_YY_sscq,1,122,label_X_YY_sscq,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.008399280811580508,0,0.18478417785477116,label_X_YY_QQQQ,1,0,"Native JetClass-II class, unchanged from L188."
122,label_X_YY_qqbc,1,123,label_X_YY_qqbc,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.008399280811580508,0,0.18478417785477116,label_X_YY_QQQQ,1,0,"Native JetClass-II class, unchanged from L188."
123,label_X_YY_qqbs,1,124,label_X_YY_qqbs,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.008399280811580508,0,0.18478417785477116,label_X_YY_QQQQ,1,1,"Native JetClass-II class, unchanged from L188."
124,label_X_YY_qqcs,1,125,label_X_YY_qqcs,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.008399280811580508,0,0.18478417785477116,label_X_YY_QQQQ,1,0,"Native JetClass-II class, unchanged from L188."
125,label_X_YY_bcsq,1,126,label_X_YY_bcsq,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.008399280811580508,0,0.18478417785477116,label_X_YY_QQQQ,1,1,"Native JetClass-II class, unchanged from L188."
126,label_X_YY_bcs,1,127,label_X_YY_bcs,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.0014436263894904,0,0.028872527789808,label_X_YY_QQQ,1,1,"Native JetClass-II class, unchanged from L188."
127,label_X_YY_bcq,1,128,label_X_YY_bcq,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.0014436263894904,0,0.028872527789808,label_X_YY_QQQ,1,0,"Native JetClass-II class, unchanged from L188."
128,label_X_YY_bsq,1,129,label_X_YY_bsq,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.0014436263894904,0,0.028872527789808,label_X_YY_QQQ,1,1,"Native JetClass-II class, unchanged from L188."
129,label_X_YY_csq,1,130,label_X_YY_csq,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.0014436263894904,0,0.028872527789808,label_X_YY_QQQ,1,0,"Native JetClass-II class, unchanged from L188."
130,label_X_YY_bcev,1,131,label_X_YY_bcev,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.003849670371974399,0,0.04619604446369279,label_X_YY_QQlv,1,0,"Native JetClass-II class, unchanged from L188."
131,label_X_YY_csev,1,132,label_X_YY_csev,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.003849670371974399,0,0.04619604446369279,label_X_YY_QQlv,1,0,"Native JetClass-II class, unchanged from L188."
132,label_X_YY_bqev,1,133,label_X_YY_bqev,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.003849670371974399,0,0.04619604446369279,label_X_YY_QQlv,1,0,"Native JetClass-II class, unchanged from L188."
133,label_X_YY_cqev,1,134,label_X_YY_cqev,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.003849670371974399,0,0.04619604446369279,label_X_YY_QQlv,1,0,"Native JetClass-II class, unchanged from L188."
134,label_X_YY_sqev,1,135,label_X_YY_sqev,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.003849670371974399,0,0.04619604446369279,label_X_YY_QQlv,1,0,"Native JetClass-II class, unchanged from L188."
135,label_X_YY_qqev,1,136,label_X_YY_qqev,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.003849670371974399,0,0.04619604446369279,label_X_YY_QQlv,1,0,"Native JetClass-II class, unchanged from L188."
136,label_X_YY_bcmv,1,137,label_X_YY_bcmv,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.003849670371974399,0,0.04619604446369279,label_X_YY_QQlv,1,0,"Native JetClass-II class, unchanged from L188."
137,label_X_YY_csmv,1,138,label_X_YY_csmv,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.003849670371974399,0,0.04619604446369279,label_X_YY_QQlv,1,0,"Native JetClass-II class, unchanged from L188."
138,label_X_YY_bqmv,1,139,label_X_YY_bqmv,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.003849670371974399,0,0.04619604446369279,label_X_YY_QQlv,1,0,"Native JetClass-II class, unchanged from L188."
139,label_X_YY_cqmv,1,140,label_X_YY_cqmv,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.003849670371974399,0,0.04619604446369279,label_X_YY_QQlv,1,0,"Native JetClass-II class, unchanged from L188."
140,label_X_YY_sqmv,1,141,label_X_YY_sqmv,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.003849670371974399,0,0.04619604446369279,label_X_YY_QQlv,1,0,"Native JetClass-II class, unchanged from L188."
141,label_X_YY_qqmv,1,142,label_X_YY_qqmv,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.003849670371974399,0,0.04619604446369279,label_X_YY_QQlv,1,0,"Native JetClass-II class, unchanged from L188."
142,label_X_YY_bctauev,1,143,label_X_YY_bctauev,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.0007218131947451999,0,0.008661758336942398,label_X_YY_QQtaulv,1,0,"Native JetClass-II class, unchanged from L188."
143,label_X_YY_cstauev,1,144,label_X_YY_cstauev,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.0007218131947451999,0,0.008661758336942398,label_X_YY_QQtaulv,1,0,"Native JetClass-II class, unchanged from L188."
144,label_X_YY_bqtauev,1,145,label_X_YY_bqtauev,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.0007218131947451999,0,0.008661758336942398,label_X_YY_QQtaulv,1,0,"Native JetClass-II class, unchanged from L188."
145,label_X_YY_cqtauev,1,146,label_X_YY_cqtauev,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.0007218131947451999,0,0.008661758336942398,label_X_YY_QQtaulv,1,0,"Native JetClass-II class, unchanged from L188."
146,label_X_YY_sqtauev,1,147,label_X_YY_sqtauev,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.0007218131947451999,0,0.008661758336942398,label_X_YY_QQtaulv,1,0,"Native JetClass-II class, unchanged from L188."
147,label_X_YY_qqtauev,1,148,label_X_YY_qqtauev,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.0007218131947451999,0,0.008661758336942398,label_X_YY_QQtaulv,1,0,"Native JetClass-II class, unchanged from L188."
148,label_X_YY_bctaumv,1,149,label_X_YY_bctaumv,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.0007218131947451999,0,0.008661758336942398,label_X_YY_QQtaulv,1,0,"Native JetClass-II class, unchanged from L188."
149,label_X_YY_cstaumv,1,150,label_X_YY_cstaumv,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.0007218131947451999,0,0.008661758336942398,label_X_YY_QQtaulv,1,0,"Native JetClass-II class, unchanged from L188."
150,label_X_YY_bqtaumv,1,151,label_X_YY_bqtaumv,"one merge only: two-prong label_X_cs into label_X_qq. Both sit inside reweighting group label_X_QQ, so the sampling measure is exactly unchanged and L187 vs L188 is a pure label-only intervention (label-holdout companion to endpoint S5)",0.0007218131947451999,0,0.008661758336942398,label_X_YY_QQtaulv,1,0,"Native JetClass-II class, unchanged from L188."
